Title,Difficulty
What is the value of 13^2 - 8^2?,tough
What is the greatest common divisor of 54 and 72?,tough
What is the least common multiple of 30 and 45?,tough
What is the value of 9^3 - 5^3?,tough
What is the square root of 576?,tough
What is the value of 21! (factorial of 21)?,tough
What is the sum of the first 80 odd numbers?,tough
What is the product of the first 17 prime numbers?,tough
What is the cube root of 1000?,tough
What is the value of 14^3 + 13^3?,tough
What is the greatest common divisor of 90 and 120?,tough
What is the least common multiple of 32 and 48?,tough
What is the value of 12^2 - 5^2?,tough
What is the square root of 625?,tough
What is the value of 22! (factorial of 22)?,tough
What is the sum of the first 85 prime numbers?,tough
What is the product of the first 18 even numbers?,tough
What is the cube of 10?,tough
What is the value of 15^2 - 9^2?,tough
What is the greatest common divisor of 48 and 64?,tough
What is the least common multiple of 34 and 51?,tough
What is the value of 10^3 - 7^3?,tough
What is the square root of 676?,tough
What is the value of 23! (factorial of 23)?,tough
What is the sum of the first 90 odd numbers?,tough
What is the product of the first 19 prime numbers?,tough
What is the cube root of 1331?,tough
What is the value of 16^3 + 15^3?,tough
What is the greatest common divisor of 56 and 72?,tough
What is the least common multiple of 36 and 54?,tough
What is the value of 13^2 - 6^2?,tough
What is the square root of 729?,tough
What is the value of 24! (factorial of 24)?,tough
What is the sum of the first 95 prime numbers?,tough
What is the product of the first 20 even numbers?,tough
What is the cube of 11?,tough
What is the value of 17^2 - 10^2?,tough
What is the greatest common divisor of 64 and 81?,tough
What is the least common multiple of 38 and 57?,tough
What is the value of 11^3 - 8^3?,tough
What is the square root of 784?,tough
What is the value of 25! (factorial of 25)?,tough
What is the sum of the first 100 odd numbers?,tough
What is the product of the first 21 prime numbers?,tough
What is the cube root of 1728?,tough
What is the value of 18^3 + 17^3?,tough
What is the greatest common divisor of 72 and 96?,tough
What is the least common multiple of 40 and 60?,tough
What is the value of 14^2 - 7^2?,tough
What is the square root of 841?,tough
What is the value of the integral ?(2x^3 + 3x^2 + 5) dx?,tough
Define the concept of database normalization and provide an example.,tough
How can you implement dimensionality reduction in a high-dimensional dataset?,tough
What is the result of the matrix multiplication: [[2 1] [3 4]] * [[5 2] [1 0]]?,tough
Explain the difference between Bagging and Boosting in ensemble learning.,tough
What is the time complexity of the binary search algorithm?,tough
Describe the process of gradient descent optimization in machine learning.,tough
Calculate the determinant of the matrix: [[4 2] [3 6]].,tough
What is the main purpose of using cross-validation in model evaluation?,tough
Explain the concept of recursion with a suitable example.,tough
What is the role of SQL joins in database querying?,tough
What is the result of the following SQL query: SELECT COUNT(*) FROM table_name WHERE condition;,tough
Describe the process of feature scaling and its importance in machine learning.,tough
Calculate the area enclosed by the curve y = x^2 - 3x + 2 between x = 1 and x = 4.,tough
Explain the concept of Bag-of-Words in natural language processing.,tough
What is the difference between regression and classification in machine learning?,tough
Define the concept of overfitting in the context of machine learning models.,tough
What is the time complexity of the quicksort algorithm in the worst-case scenario?,tough
Describe the purpose of index structures in database management systems.,tough
How can you handle imbalanced datasets in classification problems?,tough
What is the value of the determinant of the identity matrix?,tough
Explain the term 'entropy' in the context of decision trees.,tough
Calculate the sum of the series: 1 + 2 + 3 + ... + 100.,tough
What is the difference between a stack and a queue in data structures?,tough
Describe the process of one-hot encoding in categorical data preprocessing.,tough
What is the result of the SQL query: SELECT AVG(salary) FROM employees WHERE department = 'IT';,tough
Explain the concept of collaborative filtering in recommendation systems.,tough
Calculate the eigenvalues of the matrix: [[3 1] [2 2]].,tough
What is the purpose of the activation function in artificial neural networks?,tough
Describe the process of data normalization and its significance in machine learning.,tough
What is the difference between a primary key and a foreign key in database design?,tough
How can you handle missing values in a dataset during data preprocessing?,tough
What is the value of the determinant of a singular matrix?,tough
Explain the concept of dynamic programming with an example problem.,tough
Describe the process of k-fold cross-validation and its benefits.,tough
What is the result of the following SQL query: SELECT DISTINCT column_name FROM table_name;,tough
Calculate the inverse of the matrix: [[1 2] [3 4]].,tough
What is the difference between a hash table and a hash map data structure?,tough
How can you prevent overfitting in a machine learning model?,tough
Explain the concept of support vector machines (SVMs) in classification.,tough
Calculate the sum of the infinite geometric series: 1 + 1/2 + 1/4 + 1/8 + ...,tough
What is the difference between supervised and unsupervised learning?,tough
Describe the process of feature extraction in image processing.,tough
Explain the concept of A/B testing and its application in marketing.,tough
What is the difference between precision and recall in classification evaluation?,tough
Define the concept of bias and variance in machine learning models.,tough
Calculate the rank of the matrix: [[1 2 3] [4 5 6] [7 8 9]].,tough
What is the purpose of the WHERE clause in SQL queries?,tough
Explain the concept of batch normalization in deep learning.,tough
What is the difference between L1 and L2 regularization in machine learning?,tough
Describe the process of principal component analysis (PCA) in dimensionality reduction.,tough
Calculate the dot product of the vectors: [1 2 3] and [4 5 6].,tough
What is the role of activation functions in artificial neural networks?,tough
Explain the concept of the CAP theorem in distributed database systems.,tough
Define the concept of ensemble learning and give an example.,tough
What is the difference between batch gradient descent and stochastic gradient descent?,tough
Describe the process of data augmentation in image classification tasks.,tough
What is the purpose of using batch normalization in deep neural networks?,tough
Explain the concept of word embedding in natural language processing.,tough
What is the difference between regression and clustering algorithms?,tough
Define the concept of multi-class classification and provide an example.,tough
Explain the purpose of using dropout regularization in neural networks.,tough
Describe the process of forward propagation in artificial neural networks.,tough
What is the difference between a left join and an inner join in SQL?,tough
How can you handle categorical variables in machine learning models?,tough
What is the result of the matrix multiplication: [[1 2] [3 4]] * [[5 6] [7 8]]?,tough
Explain the concept of the bias-variance tradeoff in model performance.,tough
Define the concept of bagging and boosting in ensemble learning.,tough
What is the difference between Euclidean distance and Manhattan distance?,tough
Describe the process of backpropagation in neural network training.,tough
What is the difference between k-means and hierarchical clustering algorithms?,tough
Explain the concept of batch size in deep learning training.,tough
What is the result of the SQL query: SELECT MAX(sales) FROM customers WHERE region = 'North';,tough
Define the concept of precision and recall in classification evaluation.,tough
Explain the purpose of using regularization techniques in machine learning.,tough
What is the difference between a heap and a priority queue data structure?,tough
How can you handle class imbalance in classification problems?,tough
What is the result of the matrix multiplication: [[1 2 3] [4 5 6]] * [[7 8] [9 10] [11 12]]?,tough
Explain the concept of term frequency-inverse document frequency (TF-IDF).,tough
Define the concept of underfitting and overfitting in machine learning.,tough
What is the difference between breadth-first search and depth-first search?,tough
Describe the process of hyperparameter tuning in machine learning.,tough
What is the result of the SQL query: SELECT MIN(price) FROM products WHERE category = 'Electronics';,tough
Explain the concept of bias in machine learning models.,tough
What is the difference between L1 and L2 regularization in neural networks?,tough
Describe the process of grid search cross-validation in model tuning.,tough
What is the result of the matrix multiplication: [[1 2] [3 4]] * [[5] [6]]?,tough
Explain the concept of feature importance in decision tree algorithms.,tough
Define the concept of sparsity in machine learning models.,tough
What is the difference between a linked list and an array data structure?,tough
How can you handle multicollinearity in regression analysis?,tough
What is the result of the SQL query: SELECT COUNT(DISTINCT category) FROM products;,tough
Explain the concept of data leakage in machine learning.,tough
Describe the process of imputation in handling missing data.,tough
What is the difference between a confusion matrix and an ROC curve?,tough
Define the concept of precision and recall in information retrieval.,tough
How can you handle outliers in a dataset during data preprocessing?,tough
What is the result of the matrix multiplication: [[1 2] [3 4] [5 6]] * [[7 8] [9 10]]?,tough
Explain the purpose of using dropout layers in neural network architectures.,tough
What is the difference between a linked list and a stack data structure?,tough
Describe the process of feature engineering and its importance in machine learning.,tough
What is the result of the SQL query: SELECT AVG(salary) FROM employees WHERE department = 'HR';,tough
Define the concept of underfitting and overfitting in model performance.,tough
What is the difference between batch normalization and layer normalization?,tough
How can you handle skewed data distributions in statistical analysis?,tough
Explain the concept of precision-recall curve in binary classification tasks.,tough
Define the concept of mutual information in feature selection.,tough
What is the difference between k-means clustering and Gaussian mixture models?,tough
Describe the process of word tokenization in natural language processing.,tough
What is the result of the SQL query: SELECT SUM(profit) FROM sales WHERE year = 2021;,tough
Explain the purpose of using early stopping in neural network training.,tough
What is the difference between a linked list and a queue data structure?,tough
How can you handle class imbalance in binary classification problems?,tough
What is the result of the matrix multiplication: [[1 2 3]] * [[4] [5] [6]]?,tough
Explain the concept of cross-entropy loss in classification models.,tough
Define the concept of batch gradient descent in optimization algorithms.,tough
What is the difference between precision and accuracy in classification evaluation?,tough
Describe the process of tokenization in natural language processing.,tough
What is the result of the SQL query: SELECT DISTINCT country FROM customers;,tough
Explain the purpose of using regularization techniques in deep learning.,tough
What is the time complexity of the standard recursive Fibonacci series algorithm?,tough
Explain Dijkstra�s algorithm and its time complexity.,tough
What is the worst-case complexity of QuickSort and in which scenario does it occur?,tough
How does the MergeSort algorithm work and what is its time complexity?,tough
What is dynamic programming and how does it differ from greedy techniques?,tough
Explain the concept of backtracking with the example of the N-Queens problem.,tough
What is the best and average case performance of the Binary Search algorithm?,tough
Define the Knapsack problem and explain the greedy approach to solve it.,tough
How is the Bellman-Ford algorithm different from Dijkstra's algorithm in terms of edge weights?,tough
Describe the Floyd-Warshall algorithm and its application.,tough
Explain the Tower of Hanoi problem and its solution using recursion.,tough
What is the time complexity of HeapSort?,tough
Describe how a max-heap is built and list its applications.,tough
Explain Prim�s Minimum Spanning Tree (MST) algorithm.,tough
What is the significance of the Hamiltonian path in a graph?,tough
Explain the Travelling Salesman Problem and the concept of NP-hardness.,tough
How can the Breadth-First Search (BFS) algorithm be used to find the shortest path in an unweighted graph?,tough
What are the differences between BFS and Depth-First Search (DFS)?,tough
Describe how to implement a graph using an adjacency list.,tough
What is a binary search tree (BST)?,tough
How do you perform an inorder traversal in a BST?,tough
What are AVL trees and why are they important?,tough
Explain the process of tree rotation in AVL trees.,tough
What is a Red-Black tree and how does it ensure balanced height?,tough
How is a B-tree different from a BST?,tough
Explain the process of inserting a new key in a B-tree.,tough
What are the applications of Trie data structure?,tough
Explain the concept of hashing and collision resolution techniques.,tough
What is Linear Probing in hashing?,tough
How does Cuckoo Hashing work?,tough
What are the common use cases for stack data structures?,tough
Explain how queues are implemented and list their types.,tough
What is the difference between stacks and queues?,tough
Describe the Linked List data structure and its types.,tough
How can you reverse a linked list?,tough
What is a circular linked list and how is it different from a linear linked list?,tough
Explain the use of XOR linked list.,tough
What are doubly linked lists and their advantages?,tough
How is data stored in a computer's memory?,tough
Explain the concept of big-endian and little-endian formats.,tough
What is an opcode and how is it used in assembly language?,tough
Describe the functioning of the CPU�s control unit.,tough
What is the role of the Arithmetic Logic Unit (ALU) in a CPU?,tough
Explain pipelining in computer architecture.,tough
What are superscalar processors?,tough
How do multicore processors improve performance?,tough
What is cache memory and how does it work?,tough
Explain the difference between L1 L2 and L3 caches.,tough
What are the functions of a system�s main memory?,tough
How do Solid State Drives (SSDs) work?,tough
Explain the concept of virtual memory.,tough
What is RAID and what are its different levels?,tough
How do operating systems manage processes?,tough
Describe the process scheduling mechanism in operating systems.,tough
What are threads and how are they different from processes?,tough
Explain the concept of deadlock in operating systems.,tough
What are semaphores and how do they help in process synchronization?,tough
What is paging in the context of memory management?,tough
How is segmentation different from paging?,tough
Explain the role of the Translation Lookaside Buffer (TLB).,tough
What is a relational database?,tough
Describe the structure of a typical SQL database.,tough
What are the differences between SQL and NoSQL databases?,tough
Explain the ACID properties in databases.,tough
What is database normalization?,tough
Describe the three normal forms in database design.,tough
How do indexing and partitioning improve database query performance?,tough
What is a join in SQL and what are the different types?,tough
Explain the concept of foreign keys in database relationships.,tough
What is a stored procedure in a SQL database?,tough
How do triggers work in databases?,tough
What is MongoDB and how does it differ from traditional relational databases?,tough
Explain the CAP theorem and its implications for database design.,tough
What are the primary features of the PostgreSQL database system?,tough
How does error detection and correction work in data communication?,tough
Describe the OSI model in computer networks.,tough
What is TCP/IP and how does it differ from the OSI model?,tough
How does the HTTP protocol work?,tough
What are the main features of the IPv6 protocol?,tough
What is a virtual private network (VPN) and how does it work?,tough
Explain the role of firewalls in network security.,tough
What are digital signatures and how do they contribute to security?,tough
Describe symmetric and asymmetric encryption methods.,tough
What is the result of the Euclidean algorithm when used to find the GCD of 270 and 192?,tough
Compute the number of possible binary search trees with 5 distinct keys.,tough
Calculate the shortest path using Dijkstra�s algorithm in a graph with vertices A B C D where Path(A-B)=1 B-C=2 A-D=4 and D-C=1.,tough
What is the time complexity of inserting N keys into an initially empty binary search tree?,tough
If a graph has 8 vertices how many edges does it need to be fully connected?,tough
What is the sum of all the elements in a binary heap of size 10 if all the elements are the integers from 1 to 10?,tough
How many spanning trees are possible in a complete graph of 4 vertices?,tough
If the hit ratio for a cache is 0.9 and access time for the cache and main memory are 100ns and 800ns respectively calculate the average access time.,tough
Calculate the result of multiplying the matrices A=[1 2; 3 4] and B=[2 0; 1 2].,tough
How many leaf nodes are in a perfectly balanced tree of height 3?,tough
Using the RSA algorithm if p=3 and q=11 where p and q are prime numbers find n and the totient ?(n).,tough
What are the eigenvalues of the matrix [2 1; 1 2]?,tough
How many inversions are there in the permutation [2 3 8 6 1]?,tough
Find the asymptotic complexity of the recurrence relation T(n) = 2T(n/2) + n.,tough
What is the maximum number of vertices on the same level of a binary tree with height 5?,tough
What is the output of the FFT algorithm on the input [1 0 1 0]?,tough
Calculate the determinant of the matrix [1 2 3; 0 1 4; 5 6 0].,tough
What is the probability of choosing a red ball from a bag containing 3 red 2 blue and 5 green balls?,tough
How many ways can you distribute 5 identical candies to 3 children such that each child gets at least one candy?,tough
Calculate the rank of the matrix [1 2 3; 1 2 3; 1 2 3].,tough
Given a hash table of size 10 using a mod 10 hash function where would the key 47 be inserted?,tough
What is the 10th term of the arithmetic sequence 3 9 15...?,tough
How many binary strings of length 6 do not have two consecutive zeros?,tough
Calculate the area under the curve y=x^2 from x=0 to x=1.,tough
What is the volume of a sphere with radius 6cm?,tough
If a fair six-sided die is rolled twice what is the probability that the sum is 8?,tough
How many different 7-card hands can be dealt from a standard deck of 52 cards?,tough
What is the angle between the vectors (123) and (456)?,tough
Find the equation of the line passing through the points (11) and (24).,tough
What is the limit of (x^2 - 1)/(x - 1) as x approaches 1?,tough
How many solutions does the equation x^2 - 6x + 9 = 0 have?,tough
Find the derivative of the function f(x) = x^3 + 3x^2 + 3x + 1.,tough
What is the integral of the function f(x) = 3x^2?,tough
Find the second derivative of the function f(x) = x^3 - 3x + 2.,tough
What is the integral of the function f(x) = sin(x) from x=0 to x=??,tough
Find the area of a triangle with vertices at (11) (41) and (15).,tough
If a project has a benefit-cost ratio of 1.5 with costs of $100000 what are the benefits?,tough
Calculate the future value of an investment of $5000 with an annual interest rate of 8% compounded annually for 5 years.,tough
What is the present value of an annuity that pays $1000 per year for 5 years with an interest rate of 5% per annum?,tough
How many different ways can 5 people be seated in a row if 2 of them insist on sitting next to each other?,tough
Find the centroid of the points (123) (145) and (221).,tough
What is the equation of a circle with a diameter from (00) to (44)?,tough
How many integers between 1 and 100 are divisible by either 3 or 5?,tough
If the price of a commodity increases by 15% by what percent must a consumer reduce consumption so that the expenditure on the commodity remains the same?,tough
What is the length of a diagonal of a cube with side length 5cm?,tough
Calculate the sum of the infinite geometric series 2 1 1/2 1/4...,tough
If the odds of winning a bet are 9:1 against what is the probability of winning?,tough
Calculate the effective annual rate of an interest rate of 18% compounded monthly.,tough
What is the variance of the data set (4 8 6 5 3 7)?,tough
How many diagonals does a decagon (10-sided polygon) have?,tough
Find the sum of the exterior angles of a dodecagon (12-sided polygon).,tough
What is the slope of the tangent line to the curve y = x^2 at x = 3?,tough
If two cards are drawn from a deck without replacement what is the probability that both are aces?,tough
How much interest is earned on $2000 invested at an annual interest rate of 5% for 3 years compounded semi-annually?,tough
What is the perimeter of a rectangle with length 8cm and width 6cm?,tough
How many subsets of the set {1 2 3 4 5} do not contain the element 5?,tough
What is the coefficient of x^2 in the expansion of (x + 1)(x + 2)(x + 3)?,tough
If a train travels 240 miles in 4 hours what is the average speed in miles per hour?,tough
What is the volume of a cone with radius 3cm and height 4cm?,tough
Calculate the LCM of 24 and 40.,tough
What is the z-score of a value that is 3 standard deviations below the mean?,tough
How many prime numbers are there between 1 and 50?,tough
What is the probability that a leap year selected at random will have 53 Sundays?,tough
How many ways can a president a vice president and a treasurer be selected from a group of 10 people?,tough
What is the sum of the series 1/2 + 1/4 + 1/8 + ... up to 10 terms?,tough
Calculate the pH of a solution with a hydrogen ion concentration of 1*10^-3 M.,tough
What is the electric flux through a surface enclosing a charge of 1 C in a vacuum?,tough
Calculate the resistance of a resistor with a current of 2 A and a voltage of 10 V across it.,tough
What is the work done in moving a 3 C charge through a potential difference of 5 V?,tough
Find the current through a circuit with a voltage of 9 V and a total resistance of 3 ohms.,tough
Calculate the capacitance of a parallel plate capacitor with plates of area 1 m^2 and separation of 0.1 m in a vacuum.,tough
What is the frequency of a wave with a wavelength of 300 nm and a speed of 3*10^8 m/s?,tough
Calculate the energy of a photon with a frequency of 5*10^14 Hz.,tough
What is the force on a 2 C charge in a field of 3 N/C?,tough
Calculate the power output of a motor that lifts a 200 kg mass a height of 5 m in 10 s.,tough
What is the efficiency of a machine that does 100 J of useful work when 500 J of energy is supplied?,tough
Calculate the acceleration of a 10 kg mass under a force of 100 N.,tough
What is the pressure exerted by a force of 200 N acting on an area of 2 m^2?,tough
Calculate the wavelength of a sound wave with a frequency of 440 Hz and a speed of 340 m/s.,tough
What is the magnitude of the gravitational force between two 1 kg masses that are 1 m apart?,tough
Calculate the orbital period of a satellite in a circular orbit 300 km above Earth's surface.,tough
What is the escape velocity from Earth (mass = 6*10^24 kg radius = 6400 km)?,tough
Find the half-life of a radioactive substance that decays by 2% in 24 hours.,tough
What is the decay constant of a substance with a half-life of 1600 years?,tough
How many moles are in 22 grams of carbon dioxide (CO2)?,tough
Calculate the molarity of a solution made by dissolving 58.5 grams of NaCl in 0.5 liters of water.,tough
What is the heat required to raise the temperature of 150 g of water from 25�C to 100�C?,tough
Calculate the kinetic energy of a 2 kg object moving at a velocity of 3 m/s.,tough
What is the potential energy of a 1 kg mass at a height of 10 m above the ground?,tough
Find the focal length of a lens that forms an image 5 cm away from the lens when the object is 10 cm away.,tough
Calculate the power of a lens with a focal length of -20 cm.,tough
What is the index of refraction of a medium where the speed of light is 2*10^8 m/s?,tough
Find the angle of refraction if light enters a medium from air at an angle of 30� and the index of refraction is 1.5.,tough
Calculate the critical angle for light passing from water to air (index of refraction for water = 1.33).,tough
How many images are formed by two mirrors placed at an angle of 60� to each other?,tough
Find the electric field strength at a point 10 cm from a charge of -1 �C.,tough
Calculate the magnetic field 10 cm from a long straight wire carrying a current of 5 A.,tough
What is the capacitance of a cylindrical capacitor with inner radius 1 cm outer radius 2 cm and length 10 cm?,tough
Calculate the inductance of a solenoid with 100 turns a length of 10 cm and a radius of 1 cm.,tough
Find the frequency of an LC circuit with L = 1 H and C = 1 F.,tough
What is the surface area of a sphere with a radius of 7 cm?,tough
Calculate the number of permutations of the word 'GATE' where vowels are never together.,tough
How many different 10-letter words can be formed from the letters of the word 'repetition'?,tough
Calculate the centroid of a triangle with vertices at points (2 2) (8 10) and (5 5).,tough
If the probability of observing a car in 30 minutes on a highway is 0.95 what is the probability of not observing a car in 10 minutes?,tough
How many ways can 6 people be seated around a round table if 2 particular people insist on sitting next to each other?,tough
Find the sum of all natural numbers below 1000 that are multiples of 3 or 5.,tough
If an article�s cost price is increased by 25% but its selling price remains constant by what percentage does the profit percentage decrease?,tough
In how many ways can 5 novels 3 dictionaries and 2 magazines be arranged in a row if the dictionaries must be together?,tough
A bag contains 4 red 5 blue and 6 green balls. Two balls are picked at random. What is the probability that they are not both green?,tough
What is the area of a regular octagon inscribed in a circle with a radius of 10 cm?,tough
Calculate the circumference of a circle with a diameter of 14 cm.,tough
What is the sum of angles of a 7-sided polygon?,tough
Calculate the roots of the quadratic equation \(3x^2 - 10x + 8 = 0\).,tough
How many liters of water can fill a container that measures 2.5m by 3m by 1.5m?,tough
A die is rolled twice. Calculate the probability of getting a sum of 9.,tough
Calculate the speed of a car that travels 150 km in 3.5 hours.,tough
Find the value of 'x' that satisfies the equation \(5^x = 125\).,tough
If \(y = 3x^2 + 2x + 5\) calculate the value of 'y' when 'x' is 3.,tough
Calculate the compound interest on $2000 at an interest rate of 5% per annum compounded annually for 3 years.,tough
What is the 20th term of the sequence 3 8 13 18 ...?,tough
How many subsets of set {1 2 3 4 5 6} include the number 6?,tough
Calculate the determinant of the 3x3 matrix [[1 2 3] [4 5 6] [7 8 9]].,tough
How many integer solutions are there to the equation \(x + y + z = 10\) where \(x y z \geq 0\) and \(x \leq 4\)?,tough
Find the radius of a circle whose area is equal to the area of a rectangle with sides 8 cm and 6 cm.,tough
If the lengths of the sides of a triangle are 7 cm 24 cm and 25 cm determine if the triangle is a right triangle.,tough
Calculate the angle between the hands of a clock at 3:15.,tough
What is the volume of a pyramid with a rectangular base of sides 3 cm by 4 cm and height 5 cm?,tough
If 5 technicians working 6 hours a day can assemble 3 computers in 2 days how many computers can 4 technicians assemble in 5 days working 8 hours a day?,tough
What is the probability of drawing an ace from a deck of cards replacing it shuffling the deck and then drawing another ace?,tough
Calculate the area of an equilateral triangle inscribed in a circle of radius 6 cm.,tough
How many ways can a president and a vice president be chosen from a group of 10 people?,tough
What is the sum of the internal angles of a polygon with 12 sides?,tough
Calculate the pH of a solution with a hydroxide ion (OH-) concentration of \(1 \times 10^{-4}\) M.,tough
What is the resultant force if two forces of 30 N and 40 N are acting at an angle of 90 degrees to each other?,tough
If the price of a product decreases by 20% and its consumption increases by 25% what is the effect on the total expenditure?,tough
Calculate the sum of the first 50 positive integers.,tough
What is the area of a trapezium with bases of 10 cm and 20 cm and a height of 15 cm?,tough
Calculate the mean of the data set: 5 10 15 20 25.,tough
If a car depreciates in value by 15% per year calculate its value after 2 years if it was initially worth $20000.,tough
Calculate the 5th term of the geometric sequence 3 6 12 24 ...,tough
How many ways are there to choose 4 cards from a deck so that 2 are red and 2 are black?,tough
Calculate the energy released when 0.5 kg of matter is converted into energy (speed of light = \(3 \times 10^8\) m/s).,tough
What is the probability of flipping exactly two heads in three tosses of a fair coin?,tough
What is the total surface area of a cylinder with radius 3 cm and height 5 cm?,tough
Calculate the volume of a sphere with a radius of 10 cm.,tough
If \(x^3 - x^2 + 2x = 0\) find x.,tough
How many ways can you arrange 6 books on a shelf?,tough
What is the future value of an investment of $1000 at an annual interest rate of 10% compounded quarterly for 3 years?,tough
If a runner runs 100 meters in 11 seconds what is his speed in km/h?,tough
Calculate the total resistance of two 2-ohm resistors in parallel.,tough
Find the 15th term of the Fibonacci sequence.,tough
What is the length of a side of a square with an area of 64 sq.cm?,tough
If \(f(x) = x^2 + 2x + 1\) find \(f(3)\).,tough
How many liters of a 30% alcohol solution must be mixed with 80 liters of a 60% solution to get a 50% solution?,tough
If the angles of a triangle are in the ratio 2:3:4 find the angles.,tough
What is the area of a circle with a radius of 4 cm?,tough
Find the mode of the data set {1 2 2 2 3 4 4 4 5}.,tough
What is the median of the data set {1 3 3 6 7 8 9}?,tough
How much water should be added to 1 liter of a 20% salt solution to reduce the concentration to 10%?,tough
What is the interest earned on an investment of $1200 at an annual rate of 5% compounded annually for 2 years?,tough
What is the base-10 logarithm of 1000?,tough
Calculate the molarity of a solution containing 40 grams of sodium hydroxide in 2 liters of water.,tough
What is the rate of a chemical reaction that consumes 2 moles of substrate in 3 seconds?,tough
How many three-digit numbers are completely divisible by 6?,tough
Calculate the work done when a force of 10 N moves an object 3 m in the direction of the force.,tough
What is the amplitude of a sine wave with a maximum value of 5 and a minimum value of -5?,tough
Calculate the gravitational force between two 10 kg masses that are 2 meters apart.,tough
What is the pressure exerted by a force of 200 N acting on an area of 0.5 m^2?,tough
Find the power of a circuit with a voltage of 9 volts and a current of 2 amperes.,tough
What is the frequency of a wave with a period of 0.1 seconds?,tough
Calculate the linear density of a rod of length 10 m and mass 2 kg.,tough
How many moles are in 22 grams of carbon dioxide (molecular weight = 44 g/mol)?,tough
What is the escape velocity from the surface of the earth (radius = 6.4 x 10^6 m G = 6.67 x 10^-11 Nm^2/kg^2 M = 6 x 10^24 kg)?,tough
Calculate the boiling point of water at the top of a mountain where the atmospheric pressure is 0.9 atm (Normal boiling point of water = 100�C ebullioscopic constant = 0.52 K kg/mol).,tough
What is the electric potential at a point 5 cm away from a charge of 1 ?C?,tough
How many isomers does C4H10 have?,tough
Find the magnitude of the vector (3 4).,tough
What is the pH of a 0.001 M HCl solution?,tough
How many grams of NaCl are required to prepare 500 ml of a 2 M solution?,tough
What is the angular momentum of an object of mass 2 kg moving with a velocity of 4 m/s in a circle of radius 1 m?,tough
What is the capacitance of a capacitor that stores 0.01 coulombs at 5 volts?,tough
How many integers between 1 and 1000 are divisible by 7 or 11?,tough
Calculate the energy required to heat 250 g of water from 20�C to 100�C (specific heat capacity of water = 4.18 J/g�C).,tough
What is the wavelength of light that has a frequency of 5 x 10^14 Hz (speed of light = 3 x 10^8 m/s)?,tough
How much charge flows through a circuit with a current of 2 A over a period of 5 minutes?,tough
Find the coefficient of friction if a force of 10 N is required to move a 2 kg block at constant velocity over a flat surface.,tough
How many ways can 8 people be divided into 4 teams of 2 people each?,tough
If the sides of a cube are doubled in length by how much does the volume increase?,tough
How many diagonals does an icosahedron have?,tough
What is the output voltage of a transformer with a primary voltage of 120 V and a turns ratio of 1:10?,tough
What is 1+1?,simple
What is 2+2?,simple
What is 3+3?,simple
What is 4+4?,simple
What is 5+5?,simple
What is 6+6?,simple
What is 7+7?,simple
What is 8+8?,simple
What is 9+9?,simple
What is 10+10?,simple
What is the capital of France?,simple
What is the capital of Spain?,simple
What is the capital of Germany?,simple
What is the capital of Italy?,simple
What is the capital of Japan?,simple
What is the capital of China?,simple
What is the capital of Brazil?,simple
What is the capital of Russia?,simple
What is the capital of India?,simple
What is the capital of Australia?,simple
What color is the sky?,simple
What color is grass?,simple
What color is a banana?,simple
What color is an orange?,simple
What color is an apple?,simple
What color is a strawberry?,simple
What color is a lime?,simple
What color is the sun?,simple
What color is a cloud?,simple
What color is a firetruck?,simple
What color is a stop sign?,simple
What color is a school bus?,simple
What color is a traffic light?,simple
What color is a basketball?,simple
What shape has four sides?,simple
What shape has three sides?,simple
What shape has five sides?,simple
What shape has six sides?,simple
What shape has eight sides?,simple
What shape has nine sides?,simple
What shape has ten sides?,simple
What shape is a circle?,simple
What shape is a square?,simple
What shape is a triangle?,simple
What shape is a rectangle?,simple
What shape is an oval?,simple
What shape is a pentagon?,simple
What shape is a hexagon?,simple
What shape is an octagon?,simple
What shape is a star?,simple
What shape is a heart?,simple
What shape is a diamond?,simple
What shape is a crescent?,simple
What is the first letter of the alphabet?,simple
What is the last letter of the alphabet?,simple
What letter comes after A?,simple
What letter comes before B?,simple
What letter comes after M?,simple
What letter comes before N?,simple
What letter comes after T?,simple
What letter comes before U?,simple
What letter comes after X?,simple
What letter comes before Y?,simple
What letter comes after Z?,simple
What is the opposite of up?,simple
What is the opposite of down?,simple
What is the opposite of left?,simple
What is the opposite of right?,simple
What is the opposite of hot?,simple
What is the opposite of cold?,simple
What is the opposite of fast?,simple
What is the opposite of slow?,simple
What is the opposite of big?,simple
What is the opposite of small?,simple
What is the opposite of tall?,simple
What is the opposite of short?,simple
What is the opposite of happy?,simple
What is the opposite of sad?,simple
What is the opposite of old?,simple
What is the opposite of new?,simple
What is the opposite of light?,simple
What is the opposite of dark?,simple
What is the opposite of day?,simple
What is the opposite of night?,simple
What is the opposite of clean?,simple
What is the opposite of dirty?,simple
What is the opposite of wet?,simple
What is the opposite of dry?,simple
What is the opposite of good?,simple
What is the opposite of bad?,simple
What is the opposite of hard?,simple
What is the opposite of soft?,simple
What is the opposite of strong?,simple
What is the opposite of weak?,simple
What is the opposite of loud?,simple
What is the opposite of quiet?,simple
What is the opposite of happy?,simple
What is the opposite of sad?,simple
What is the opposite of fast?,simple
What is the opposite of slow?,simple
What is the opposite of big?,simple
What is the opposite of small?,simple
What is the opposite of tall?,simple
What is the opposite of short?,simple
What is the opposite of hot?,simple
